UserID,DestinationID,Preferences,TripPurpose,GroupSize,TravelMode,Cost,TotalSpend,StayDuration,BookingSource,Weather,BudgetCategory,DurationCategory,ExperienceRating,SatisfactionScore,VisitDate
6531,4489,Leisure,Family,Family,Cab,39564,44364,4,Goibibo,Sunny,Luxury,Medium Trip,10,Highly Satisfied,24-02-2023
6532,4111,Family,Family,Family,Cab,14703,18303,3,MakeMyTrip,Cold,Medium Budget,Medium Trip,1,Unsatisfied,18-02-2022
6533,987,Religious,Religious,Solo,Car,26812,30412,3,Booking.com,Rainy,Medium Budget,Medium Trip,6,Satisfied,24-05-2021
6534,3777,Leisure,Honeymoon,Couple,Cab,4611,11811,6,Cleartrip,Cold,Low Budget,Long Trip,6,Satisfied,15-10-2020
6535,4572,Religious,Religious,Family,Cab,35532,43932,7,Goibibo,Rainy,Luxury,Long Trip,6,Satisfied,21-09-2022
6536,503,Business,Business,Solo,Flight,43881,51081,6,Goibibo,Rainy,Luxury,Long Trip,5,Neutral,07-11-2021
6537,677,Religious,Religious,Couple,Train,8553,15753,6,Yatra,Cold,Low Budget,Long Trip,7,Satisfied,23-06-2022
6538,1371,Business,Business,Solo,Train,48018,57618,8,Cleartrip,Pleasant,Luxury,Long Trip,7,Satisfied,23-05-2024
6539,2158,Leisure,Leisure,Family,Bike,29193,32793,3,Cleartrip,Cold,Medium Budget,Medium Trip,5,Neutral,20-05-2024
6540,3547,Leisure,Family,Family,Cab,3179,9179,5,Cleartrip,Sunny,Low Budget,Medium Trip,4,Neutral,01-01-2024
6541,1163,Family,Family,Family,Car,36904,42904,5,Yatra,Pleasant,Luxury,Medium Trip,6,Satisfied,11-02-2021
6542,2034,Leisure,Honeymoon,Couple,Flight,17566,18766,1,Goibibo,Cold,Medium Budget,Short Trip,7,Satisfied,29-09-2021
6543,2705,Family,Family,Family,Car,49502,57902,7,Booking.com,Rainy,Luxury,Long Trip,7,Satisfied,04-03-2023
6544,3280,Leisure,Family,Family,Car,52589,63389,9,Booking.com,Pleasant,Luxury,Long Trip,9,Highly Satisfied,20-12-2024
6545,3921,Family,Family,Family,Cab,47458,52258,4,MakeMyTrip,Sunny,Luxury,Medium Trip,9,Highly Satisfied,12-04-2021
6546,118,Adventure,Adventure,Group,Bike,47951,58751,9,MakeMyTrip,Cold,Luxury,Long Trip,5,Neutral,21-01-2020
6547,3618,Adventure,Adventure,Group,Car,17336,28136,9,Booking.com,Rainy,Medium Budget,Long Trip,8,Highly Satisfied,16-06-2024
6548,423,Adventure,Adventure,Couple,Train,54963,58563,3,Cleartrip,Rainy,Luxury,Medium Trip,10,Highly Satisfied,15-11-2021
6549,1317,Leisure,Leisure,Solo,Bike,39025,42625,3,MakeMyTrip,Sunny,Luxury,Medium Trip,5,Neutral,19-02-2021
6550,1570,Adventure,Adventure,Solo,Train,11944,22744,9,Cleartrip,Rainy,Medium Budget,Long Trip,10,Highly Satisfied,16-02-2024
6551,3562,Adventure,Adventure,Group,Bike,34357,40357,5,Booking.com,Sunny,Luxury,Medium Trip,2,Unsatisfied,29-01-2023
6552,3864,Leisure,Honeymoon,Couple,Flight,41040,50640,8,MakeMyTrip,Rainy,Luxury,Long Trip,10,Highly Satisfied,03-04-2022
6553,4834,Religious,Religious,Solo,Train,33130,34330,1,Cleartrip,Sunny,Luxury,Short Trip,6,Satisfied,24-10-2021
6554,940,Religious,Religious,Solo,Cab,35461,45061,8,MakeMyTrip,Cold,Luxury,Long Trip,4,Neutral,26-11-2024
6555,3259,Religious,Religious,Couple,Train,55179,65979,9,Yatra,Cold,Luxury,Long Trip,8,Highly Satisfied,27-01-2020
6556,2833,Leisure,Honeymoon,Couple,Cab,38109,40509,2,Booking.com,Sunny,Luxury,Short Trip,9,Highly Satisfied,17-05-2023
6557,2824,Adventure,Adventure,Group,Train,31528,41128,8,Yatra,Sunny,Luxury,Long Trip,3,Unsatisfied,02-09-2023
6558,4457,Leisure,Leisure,Solo,Train,24305,31505,6,MakeMyTrip,Cold,Medium Budget,Long Trip,2,Unsatisfied,18-09-2022
6559,2226,Family,Family,Family,Car,13281,16881,3,Yatra,Sunny,Medium Budget,Medium Trip,2,Unsatisfied,02-02-2024
6560,3353,Leisure,Honeymoon,Couple,Cab,46505,48905,2,,Sunny,Luxury,Short Trip,1,Unsatisfied,01-11-2020
6561,2808,Family,Leisure,Group,Train,40107,48507,7,Cleartrip,Sunny,Luxury,Long Trip,10,Highly Satisfied,16-10-2022
6562,204,Leisure,Honeymoon,Couple,Flight,59124,69924,9,MakeMyTrip,Pleasant,Luxury,Long Trip,8,Highly Satisfied,25-02-2020
6563,969,Leisure,Leisure,Group,Car,55871,61871,5,Booking.com,Pleasant,Luxury,Medium Trip,2,Unsatisfied,08-10-2020
6564,2207,Religious,Religious,Couple,Cab,43088,52688,8,Yatra,Cold,Luxury,Long Trip,9,Highly Satisfied,26-08-2021
6565,1394,Leisure,Honeymoon,Couple,Cab,44324,53924,8,Yatra,Rainy,Luxury,Long Trip,6,Satisfied,22-01-2021
6566,2017,Religious,Religious,Couple,Cab,47736,52536,4,Goibibo,Rainy,Luxury,Medium Trip,10,Highly Satisfied,23-09-2024
6567,2916,Business,Business,Couple,Flight,44144,46544,2,Cleartrip,Pleasant,Luxury,Short Trip,4,Neutral,10-12-2021
6568,3365,Adventure,Adventure,Solo,Car,41361,47361,5,Yatra,Sunny,Luxury,Medium Trip,10,Highly Satisfied,05-03-2020
6569,4169,Leisure,Honeymoon,Couple,Cab,45172,52372,6,Goibibo,Cold,Luxury,Long Trip,2,Unsatisfied,06-10-2021
6570,2110,Business,Business,Solo,Train,59095,66295,6,Booking.com,Rainy,Luxury,Long Trip,6,Satisfied,02-04-2020
6571,2704,Leisure,Honeymoon,Couple,Cab,47610,50010,2,Yatra,Rainy,Luxury,Short Trip,4,Neutral,08-03-2024
6572,3949,Religious,Religious,Couple,Car,57394,59794,2,Cleartrip,Rainy,Luxury,Short Trip,1,Unsatisfied,13-09-2021
6573,4406,Business,Business,Solo,Train,33537,39537,5,Cleartrip,Rainy,Luxury,Medium Trip,4,Neutral,13-04-2024
6574,1918,Leisure,Honeymoon,Couple,Cab,3398,14198,9,Cleartrip,Sunny,Low Budget,Long Trip,2,Unsatisfied,04-09-2024
6575,4216,Family,Leisure,Couple,Bike,32931,43731,9,MakeMyTrip,Cold,Luxury,Long Trip,10,Highly Satisfied,31-08-2022
6576,1798,Leisure,Honeymoon,Couple,Flight,58652,59852,1,Yatra,Cold,Luxury,Short Trip,3,Unsatisfied,10-05-2021
6577,1082,Adventure,Adventure,Couple,Bike,43821,49821,5,Goibibo,Rainy,Luxury,Medium Trip,3,Unsatisfied,29-10-2024
6578,1155,Leisure,Honeymoon,Couple,Cab,17611,24811,6,Booking.com,Pleasant,Medium Budget,Long Trip,5,Neutral,16-08-2021
6579,2657,Leisure,Honeymoon,Couple,Flight,43128,46728,3,MakeMyTrip,Pleasant,Luxury,Medium Trip,1,Unsatisfied,12-08-2023
6580,4135,Religious,Religious,Solo,Train,26243,34643,7,Goibibo,Rainy,Medium Budget,Long Trip,8,Highly Satisfied,01-05-2024
6581,237,Religious,Religious,Couple,Cab,23153,30353,6,Booking.com,Cold,Medium Budget,Long Trip,8,Highly Satisfied,04-09-2024
6582,340,Family,Family,Family,Train,11493,15093,3,Yatra,Sunny,Medium Budget,Medium Trip,7,Satisfied,23-08-2021
6583,3301,Leisure,Honeymoon,Couple,Cab,37566,43566,5,MakeMyTrip,Cold,Luxury,Medium Trip,3,Unsatisfied,19-11-2021
6584,2340,Business,Business,Solo,Train,2177,3377,1,MakeMyTrip,Cold,Low Budget,Short Trip,3,Unsatisfied,07-07-2021
6585,2566,Leisure,Family,Family,Cab,37623,46023,7,Cleartrip,Cold,Luxury,Long Trip,5,Neutral,05-06-2023
6586,1638,Business,Business,Couple,Cab,47323,55723,7,MakeMyTrip,Pleasant,Luxury,Long Trip,7,Satisfied,11-06-2024
6587,2049,Religious,Religious,Couple,Car,48873,56073,6,Cleartrip,Pleasant,Luxury,Long Trip,10,Highly Satisfied,15-01-2020
6588,3194,Family,Leisure,Group,Car,32299,40699,7,Yatra,Sunny,Luxury,Long Trip,4,Neutral,13-02-2021
6589,3512,Religious,Religious,Solo,Car,15699,20499,4,Goibibo,Sunny,Medium Budget,Medium Trip,3,Unsatisfied,13-03-2024
6590,903,Leisure,Leisure,Solo,Cab,22271,27071,4,Booking.com,Cold,Medium Budget,Medium Trip,6,Satisfied,27-03-2024
6591,2666,Adventure,Adventure,Solo,Car,38183,39383,1,MakeMyTrip,Sunny,Luxury,Short Trip,2,Unsatisfied,05-03-2023
6592,2957,Business,Business,Couple,Train,27780,34980,6,MakeMyTrip,Pleasant,Medium Budget,Long Trip,2,Unsatisfied,22-04-2021
6593,3266,Leisure,Honeymoon,Couple,Cab,58338,64338,5,Yatra,Sunny,Luxury,Medium Trip,8,Highly Satisfied,12-07-2020
6594,3977,Family,Leisure,Group,Car,54362,63962,8,MakeMyTrip,Rainy,Luxury,Long Trip,1,Unsatisfied,11-09-2024
6595,4522,Religious,Religious,Family,Cab,17476,19876,2,MakeMyTrip,Rainy,Medium Budget,Short Trip,4,Neutral,30-03-2024
6596,4699,Religious,Religious,Solo,Train,25332,26532,1,Goibibo,Rainy,Medium Budget,Short Trip,8,Highly Satisfied,29-12-2020
6597,300,Business,Business,Solo,Train,47903,57503,8,Yatra,Cold,Luxury,Long Trip,4,Neutral,02-08-2020
6598,2549,Leisure,Honeymoon,Couple,Flight,24140,28940,4,Booking.com,Cold,Medium Budget,Medium Trip,10,Highly Satisfied,06-08-2021
6599,3568,Business,Business,Couple,Flight,25116,33516,7,Booking.com,Sunny,Medium Budget,Long Trip,3,Unsatisfied,05-11-2023
6600,13,Leisure,Leisure,Couple,Car,24399,33999,8,Cleartrip,Rainy,Medium Budget,Long Trip,7,Satisfied,04-02-2021
6601,3168,Religious,Religious,Couple,Cab,18955,21355,2,Goibibo,Rainy,Medium Budget,Short Trip,1,Unsatisfied,13-08-2024
6602,418,Leisure,Honeymoon,Couple,Flight,57355,58555,1,Goibibo,Sunny,Luxury,Short Trip,1,Unsatisfied,07-02-2020
6603,1245,Leisure,Honeymoon,Couple,Cab,35298,38898,3,Yatra,Cold,Luxury,Medium Trip,4,Neutral,23-10-2021
6604,2715,Leisure,Leisure,Family,Car,21138,29538,7,Goibibo,Rainy,Medium Budget,Long Trip,3,Unsatisfied,22-08-2022
6605,3766,Leisure,Honeymoon,Couple,Cab,4481,11681,6,Yatra,Cold,Low Budget,Long Trip,9,Highly Satisfied,24-11-2024
6606,1340,Religious,Religious,Solo,Cab,54903,57303,2,Goibibo,Rainy,Luxury,Short Trip,10,Highly Satisfied,19-01-2021
6607,3472,Family,Family,Family,Cab,47740,58540,9,MakeMyTrip,Sunny,Luxury,Long Trip,5,Neutral,25-05-2022
6608,1250,Family,Leisure,Couple,Bike,11295,16095,4,MakeMyTrip,Rainy,Medium Budget,Medium Trip,2,Unsatisfied,04-02-2022
6609,1735,Family,Family,Family,Car,18897,28497,8,MakeMyTrip,Sunny,Medium Budget,Long Trip,5,Neutral,30-04-2020
6610,2190,Family,Family,Family,Cab,10651,21451,9,Cleartrip,Cold,Medium Budget,Long Trip,10,Highly Satisfied,29-03-2024
6611,266,Business,Business,Couple,Train,19297,27697,7,Booking.com,Cold,Medium Budget,Long Trip,6,Satisfied,23-02-2023
6612,2829,Religious,Religious,Solo,Cab,22912,26512,3,Yatra,Sunny,Medium Budget,Medium Trip,10,Highly Satisfied,04-03-2022
6613,59,Family,Family,Family,Train,27064,35464,7,Yatra,Rainy,Medium Budget,Long Trip,1,Unsatisfied,07-09-2022
6614,2058,Family,Leisure,Solo,Car,50384,51584,1,Booking.com,Sunny,Luxury,Short Trip,9,Highly Satisfied,14-04-2020
6615,2062,Business,Business,Couple,Train,47954,57554,8,Booking.com,Rainy,Luxury,Long Trip,6,Satisfied,03-04-2023
6616,4714,Leisure,Honeymoon,Couple,Cab,39475,47875,7,,Sunny,Luxury,Long Trip,1,Unsatisfied,29-11-2023
6617,1579,Adventure,Adventure,Group,Train,33709,43309,8,Yatra,Rainy,Luxury,Long Trip,3,Unsatisfied,08-04-2020
6618,2524,Business,Business,Couple,Cab,58020,61620,3,Goibibo,Pleasant,Luxury,Medium Trip,8,Highly Satisfied,24-06-2021
6619,515,Adventure,Adventure,Group,Car,55938,60738,4,Goibibo,Sunny,Luxury,Medium Trip,7,Satisfied,22-02-2022
6620,1293,Religious,Religious,Family,Car,24466,32866,7,Yatra,Pleasant,Medium Budget,Long Trip,3,Unsatisfied,19-07-2023
6621,3767,Religious,Religious,Couple,Cab,57142,66742,8,Yatra,Pleasant,Luxury,Long Trip,1,Unsatisfied,29-12-2022
6622,4086,Leisure,Leisure,Family,Car,48960,54960,5,MakeMyTrip,Rainy,Luxury,Medium Trip,4,Neutral,19-09-2022
6623,4103,Religious,Religious,Family,Cab,28810,34810,5,Cleartrip,Cold,Medium Budget,Medium Trip,9,Highly Satisfied,06-03-2021
6624,619,Leisure,Honeymoon,Couple,Flight,32783,36383,3,Yatra,Sunny,Luxury,Medium Trip,9,Highly Satisfied,04-10-2024
6625,1118,Leisure,Leisure,Solo,Bike,56758,57958,1,Yatra,Pleasant,Luxury,Short Trip,10,Highly Satisfied,03-04-2021
6626,2321,Religious,Religious,Solo,Car,12640,18640,5,Yatra,Cold,Medium Budget,Medium Trip,7,Satisfied,16-10-2021
6627,3481,Adventure,Adventure,Group,Train,11349,19749,7,Yatra,Sunny,Medium Budget,Long Trip,2,Unsatisfied,05-01-2020
6628,4473,Family,Family,Family,Car,56433,63633,6,MakeMyTrip,Sunny,Luxury,Long Trip,3,Unsatisfied,28-10-2021
6629,1141,Leisure,Leisure,Family,Train,51781,52981,1,Goibibo,Pleasant,Luxury,Short Trip,3,Unsatisfied,28-03-2022
6630,1299,Adventure,Adventure,Solo,Train,45220,51220,5,Cleartrip,Sunny,Luxury,Medium Trip,7,Satisfied,09-11-2021
6631,1017,Leisure,Honeymoon,Couple,Flight,20697,30297,8,Booking.com,Rainy,Medium Budget,Long Trip,3,Unsatisfied,14-07-2022
6632,1467,Leisure,Honeymoon,Couple,Cab,28235,36635,7,Goibibo,Sunny,Medium Budget,Long Trip,4,Neutral,25-10-2023
6633,3135,Leisure,Leisure,Family,Car,57407,58607,1,Cleartrip,Sunny,Luxury,Short Trip,2,Unsatisfied,26-01-2020
6634,797,Leisure,Leisure,Couple,Cab,8544,14544,5,MakeMyTrip,Pleasant,Low Budget,Medium Trip,5,Neutral,15-09-2021
6635,3644,Leisure,Honeymoon,Couple,Flight,19408,26608,6,MakeMyTrip,Pleasant,Medium Budget,Long Trip,10,Highly Satisfied,27-09-2024
6636,2943,Leisure,Honeymoon,Couple,Cab,23011,29011,5,Yatra,Pleasant,Medium Budget,Medium Trip,7,Satisfied,13-02-2023
6637,3690,Family,Leisure,Solo,Cab,43690,47290,3,Cleartrip,Pleasant,Luxury,Medium Trip,10,Highly Satisfied,08-04-2024
6638,4550,Adventure,Adventure,Solo,Bike,34662,38262,3,Yatra,Pleasant,Luxury,Medium Trip,4,Neutral,02-03-2021
6639,3814,Adventure,Adventure,Group,Train,52790,58790,5,Yatra,Cold,Luxury,Medium Trip,5,Neutral,04-03-2024
6640,528,Leisure,Honeymoon,Couple,Cab,12060,13260,1,Booking.com,Rainy,Medium Budget,Short Trip,9,Highly Satisfied,09-01-2022
6641,1817,Business,Business,Solo,Cab,9373,14173,4,Cleartrip,Cold,Low Budget,Medium Trip,7,Satisfied,25-02-2021
6642,3085,Religious,Religious,Couple,Car,42355,43555,1,Goibibo,Pleasant,Luxury,Short Trip,7,Satisfied,20-08-2024
6643,1737,Adventure,Adventure,Couple,Bike,17095,24295,6,Cleartrip,Cold,Medium Budget,Long Trip,4,Neutral,12-06-2020
6644,4972,Religious,Religious,Solo,Car,11894,15494,3,Yatra,Cold,Medium Budget,Medium Trip,8,Highly Satisfied,10-01-2021
6645,1060,Leisure,Leisure,Group,Car,36860,46460,8,Cleartrip,Sunny,Luxury,Long Trip,8,Highly Satisfied,18-07-2021
6646,1719,Leisure,Honeymoon,Couple,Cab,20362,29962,8,Yatra,Pleasant,Medium Budget,Long Trip,1,Unsatisfied,21-07-2020
6647,2520,Business,Business,Solo,Cab,53029,56629,3,Goibibo,Sunny,Luxury,Medium Trip,5,Neutral,03-01-2024
6648,2987,Leisure,Honeymoon,Couple,Flight,56746,60346,3,Yatra,Sunny,Luxury,Medium Trip,1,Unsatisfied,04-03-2020
6649,3612,Family,Leisure,Group,Bike,32338,37138,4,Goibibo,Cold,Luxury,Medium Trip,3,Unsatisfied,13-11-2023
6650,1420,Leisure,Leisure,Solo,Cab,54348,61548,6,Yatra,Pleasant,Luxury,Long Trip,10,Highly Satisfied,07-07-2021
6651,4505,Leisure,Honeymoon,Couple,Flight,36177,39777,3,Booking.com,Sunny,Luxury,Medium Trip,1,Unsatisfied,09-01-2021
6652,181,Leisure,Honeymoon,Couple,Flight,12451,22051,8,MakeMyTrip,Pleasant,Medium Budget,Long Trip,7,Satisfied,26-01-2022
6653,2070,Business,Business,Couple,Flight,4609,8209,3,MakeMyTrip,Cold,Low Budget,Medium Trip,4,Neutral,31-05-2024
6654,1756,Business,Business,Solo,Train,39257,40457,1,Yatra,Pleasant,Luxury,Short Trip,2,Unsatisfied,15-06-2020
6655,4572,Family,Leisure,Solo,Bike,30216,35016,4,Cleartrip,Cold,Luxury,Medium Trip,10,Highly Satisfied,25-04-2021
6656,431,Business,Business,Solo,Train,14419,16819,2,Cleartrip,Pleasant,Medium Budget,Short Trip,5,Neutral,30-04-2020
6657,1425,Business,Business,Solo,Flight,12431,20831,7,Yatra,Rainy,Medium Budget,Long Trip,9,Highly Satisfied,18-01-2021
6658,1546,Family,Family,Family,Car,26920,30520,3,Goibibo,Sunny,Medium Budget,Medium Trip,10,Highly Satisfied,11-04-2021
6659,4931,Leisure,Family,Family,Car,31109,38309,6,Cleartrip,Cold,Luxury,Long Trip,5,Neutral,09-03-2020
6660,719,Business,Business,Couple,Cab,20748,24348,3,MakeMyTrip,Sunny,Medium Budget,Medium Trip,5,Neutral,01-10-2022
6661,2875,Family,Family,Family,Car,16016,26816,9,Booking.com,Sunny,Medium Budget,Long Trip,3,Unsatisfied,13-08-2021
6662,1107,Business,Business,Couple,Flight,43104,53904,9,,Sunny,Luxury,Long Trip,1,Unsatisfied,16-01-2021
6663,3814,Leisure,Honeymoon,Couple,Cab,27761,36161,7,Yatra,Rainy,Medium Budget,Long Trip,9,Highly Satisfied,16-12-2021
6664,451,Leisure,Leisure,Family,Car,50750,54350,3,Yatra,Cold,Luxury,Medium Trip,6,Satisfied,25-01-2021
6665,1641,Family,Leisure,Couple,Bike,59121,67521,7,Booking.com,Cold,Luxury,Long Trip,9,Highly Satisfied,22-04-2023
6666,665,Leisure,Honeymoon,Couple,Flight,11305,19705,7,MakeMyTrip,Rainy,Medium Budget,Long Trip,7,Satisfied,01-04-2023
6667,1032,Leisure,Honeymoon,Couple,Cab,47015,49415,2,Cleartrip,Sunny,Luxury,Short Trip,3,Unsatisfied,01-08-2024
6668,2017,Religious,Religious,Couple,Train,59014,65014,5,Cleartrip,Sunny,Luxury,Medium Trip,10,Highly Satisfied,01-11-2024
6669,3456,Religious,Religious,Solo,Car,52840,55240,2,Cleartrip,Cold,Luxury,Short Trip,3,Unsatisfied,11-04-2020
6670,4113,Adventure,Adventure,Group,Train,57068,64268,6,Cleartrip,Sunny,Luxury,Long Trip,1,Unsatisfied,27-12-2024
6671,4126,Religious,Religious,Family,Cab,58919,61319,2,,Pleasant,Luxury,Short Trip,8,Highly Satisfied,26-01-2022
6672,4884,Family,Family,Family,Car,22414,26014,3,Booking.com,Rainy,Medium Budget,Medium Trip,6,Satisfied,02-03-2024
6673,648,Religious,Religious,Couple,Car,49345,51745,2,Goibibo,Rainy,Luxury,Short Trip,3,Unsatisfied,24-01-2023
6674,1626,Family,Leisure,Solo,Train,5063,7463,2,,Sunny,Low Budget,Short Trip,1,Unsatisfied,30-10-2020
6675,3176,Business,Business,Couple,Cab,18634,27034,7,MakeMyTrip,Sunny,Medium Budget,Long Trip,6,Satisfied,22-07-2023
6676,4572,Religious,Religious,Solo,Train,14610,15810,1,Goibibo,Pleasant,Medium Budget,Short Trip,8,Highly Satisfied,29-08-2023
6677,4657,Family,Family,Family,Train,54269,55469,1,Cleartrip,Sunny,Luxury,Short Trip,5,Neutral,12-07-2024
6678,2187,Family,Family,Family,Train,42210,53010,9,Goibibo,Cold,Luxury,Long Trip,8,Highly Satisfied,13-01-2022
6679,2563,Religious,Religious,Solo,Cab,41399,48599,6,Goibibo,Rainy,Luxury,Long Trip,6,Satisfied,09-11-2024
6680,3938,Adventure,Adventure,Solo,Bike,30887,36887,5,Goibibo,Rainy,Luxury,Medium Trip,8,Highly Satisfied,24-10-2021
6681,1562,Leisure,Honeymoon,Couple,Flight,3546,5946,2,Cleartrip,Sunny,Low Budget,Short Trip,6,Satisfied,05-02-2024
6682,3082,Religious,Religious,Family,Train,5425,16225,9,MakeMyTrip,Pleasant,Low Budget,Long Trip,8,Highly Satisfied,16-04-2020
6683,3158,Leisure,Leisure,Family,Bike,11044,14644,3,Booking.com,Pleasant,Medium Budget,Medium Trip,2,Unsatisfied,28-07-2023
6684,3433,Leisure,Family,Family,Car,48192,56592,7,MakeMyTrip,Sunny,Luxury,Long Trip,7,Satisfied,16-05-2023
6685,43,Leisure,Honeymoon,Couple,Cab,20381,26381,5,Cleartrip,Sunny,Medium Budget,Medium Trip,8,Highly Satisfied,28-11-2022
6686,1237,Leisure,Honeymoon,Couple,Cab,52791,59991,6,Cleartrip,Cold,Luxury,Long Trip,3,Unsatisfied,30-09-2020
6687,1910,Religious,Religious,Couple,Train,56682,67482,9,MakeMyTrip,Rainy,Luxury,Long Trip,10,Highly Satisfied,04-01-2020
6688,3408,Religious,Religious,Family,Cab,15345,26145,9,Booking.com,Pleasant,Medium Budget,Long Trip,5,Neutral,02-04-2024
6689,3435,Business,Business,Couple,Flight,48914,53714,4,Yatra,Pleasant,Luxury,Medium Trip,6,Satisfied,01-07-2022
6690,4184,Religious,Religious,Family,Cab,53640,58440,4,MakeMyTrip,Sunny,Luxury,Medium Trip,9,Highly Satisfied,15-09-2024
6691,1143,Adventure,Adventure,Group,Car,43842,47442,3,MakeMyTrip,Cold,Luxury,Medium Trip,3,Unsatisfied,01-11-2023
6692,1702,Leisure,Honeymoon,Couple,Flight,29623,38023,7,MakeMyTrip,Pleasant,Medium Budget,Long Trip,6,Satisfied,28-04-2024
6693,2673,Religious,Religious,Couple,Car,15762,19362,3,Cleartrip,Pleasant,Medium Budget,Medium Trip,1,Unsatisfied,28-10-2024
6694,2645,Family,Family,Family,Cab,49157,56357,6,MakeMyTrip,Sunny,Luxury,Long Trip,8,Highly Satisfied,31-07-2021
6695,612,Business,Business,Couple,Cab,3711,13311,8,MakeMyTrip,Pleasant,Low Budget,Long Trip,6,Satisfied,20-08-2021
6696,4418,Business,Business,Couple,Cab,37186,39586,2,Booking.com,Rainy,Luxury,Short Trip,6,Satisfied,22-06-2023
6697,2618,Family,Leisure,Couple,Bike,34688,35888,1,Yatra,Sunny,Luxury,Short Trip,10,Highly Satisfied,13-10-2023
6698,2919,Religious,Religious,Couple,Train,11176,17176,5,Cleartrip,Cold,Medium Budget,Medium Trip,1,Unsatisfied,27-05-2022
6699,3441,Business,Business,Couple,Train,37520,39920,2,Goibibo,Sunny,Luxury,Short Trip,3,Unsatisfied,05-07-2020
6700,3952,Religious,Religious,Solo,Cab,28577,32177,3,Booking.com,Sunny,Medium Budget,Medium Trip,3,Unsatisfied,22-01-2023
6701,3169,Family,Family,Family,Cab,12101,22901,9,Goibibo,Pleasant,Medium Budget,Long Trip,5,Neutral,07-08-2021
6702,4682,Adventure,Adventure,Couple,Train,24704,34304,8,Yatra,Rainy,Medium Budget,Long Trip,8,Highly Satisfied,16-05-2021
6703,3479,Family,Leisure,Solo,Train,33304,44104,9,Booking.com,Cold,Luxury,Long Trip,3,Unsatisfied,22-07-2023
6704,3857,Leisure,Family,Family,Cab,9991,17191,6,Cleartrip,Cold,Low Budget,Long Trip,7,Satisfied,03-06-2021
6705,1480,Family,Family,Family,Cab,22205,31805,8,Yatra,Sunny,Medium Budget,Long Trip,4,Neutral,27-03-2021
6706,4343,Religious,Religious,Solo,Cab,53097,54297,1,Yatra,Rainy,Luxury,Short Trip,4,Neutral,13-11-2023
6707,2523,Leisure,Family,Family,Cab,19188,23988,4,Booking.com,Pleasant,Medium Budget,Medium Trip,1,Unsatisfied,10-06-2020
6708,3399,Leisure,Leisure,Couple,Cab,31311,32511,1,MakeMyTrip,Sunny,Luxury,Short Trip,2,Unsatisfied,07-02-2021
6709,3578,Family,Family,Family,Car,35846,46646,9,Booking.com,Sunny,Luxury,Long Trip,4,Neutral,08-11-2022
6710,4424,Religious,Religious,Solo,Cab,5389,10189,4,MakeMyTrip,Pleasant,Low Budget,Medium Trip,2,Unsatisfied,09-10-2021
6711,4474,Family,Family,Family,Train,26808,32808,5,Goibibo,Pleasant,Medium Budget,Medium Trip,10,Highly Satisfied,05-06-2024
6712,376,Leisure,Family,Family,Train,18709,27109,7,Goibibo,Sunny,Medium Budget,Long Trip,2,Unsatisfied,19-11-2020
6713,2301,Leisure,Honeymoon,Couple,Cab,28740,38340,8,Goibibo,Sunny,Medium Budget,Long Trip,3,Unsatisfied,12-08-2022
6714,1633,Business,Business,Solo,Flight,53382,55782,2,Yatra,Cold,Luxury,Short Trip,3,Unsatisfied,16-05-2023
6715,307,Adventure,Adventure,Solo,Car,56455,64855,7,Yatra,Sunny,Luxury,Long Trip,7,Satisfied,07-01-2021
6716,3144,Leisure,Honeymoon,Couple,Flight,10972,20572,8,Yatra,Sunny,Medium Budget,Long Trip,4,Neutral,03-08-2023
6717,3200,Leisure,Honeymoon,Couple,Cab,7084,8284,1,MakeMyTrip,Rainy,Low Budget,Short Trip,6,Satisfied,13-09-2023
6718,3747,Adventure,Adventure,Group,Train,45513,56313,9,MakeMyTrip,Cold,Luxury,Long Trip,8,Highly Satisfied,02-03-2023
6719,1326,Religious,Religious,Family,Cab,43205,54005,9,Cleartrip,Sunny,Luxury,Long Trip,10,Highly Satisfied,06-09-2022
6720,2401,Adventure,Adventure,Group,Car,6464,10064,3,MakeMyTrip,Rainy,Low Budget,Medium Trip,6,Satisfied,17-03-2024
6721,4311,Religious,Religious,Family,Car,2837,7637,4,Booking.com,Sunny,Low Budget,Medium Trip,8,Highly Satisfied,05-05-2023
6722,4440,Leisure,Family,Family,Cab,35410,43810,7,Cleartrip,Cold,Luxury,Long Trip,3,Unsatisfied,29-05-2021
6723,638,Leisure,Honeymoon,Couple,Flight,34243,43843,8,MakeMyTrip,Rainy,Luxury,Long Trip,5,Neutral,28-07-2021
6724,2027,Adventure,Adventure,Couple,Bike,51349,62149,9,Booking.com,Sunny,Luxury,Long Trip,4,Neutral,03-04-2020
6725,2838,Adventure,Adventure,Group,Car,2240,8240,5,MakeMyTrip,Pleasant,Low Budget,Medium Trip,9,Highly Satisfied,03-04-2021
6726,2906,Business,Business,Solo,Flight,56002,59602,3,Booking.com,Pleasant,Luxury,Medium Trip,7,Satisfied,06-12-2020
6727,3100,Leisure,Leisure,Couple,Bike,56472,64872,7,Yatra,Cold,Luxury,Long Trip,2,Unsatisfied,15-03-2023
6728,2119,Leisure,Family,Family,Cab,46477,47677,1,Booking.com,Sunny,Luxury,Short Trip,7,Satisfied,03-12-2022
6729,2325,Business,Business,Couple,Flight,50543,61343,9,Yatra,Rainy,Luxury,Long Trip,5,Neutral,17-12-2024
